id,asset_id,machine_name,sensor_type,value,unit,timestamp
1419,A200,Heat Exchanger,flow_rate,268.27,m3/h,2026-03-02 19:35:11
1055,A100,Gas Compressor,pressure,10.41,bar,2026-03-02 19:38:44
1739,A100,Gas Compressor,pressure,10.39,bar,2026-03-02 19:39:25
1524,A200,Heat Exchanger,temperature,65.69,C,2026-03-02 19:40:49
1176,A200,Heat Exchanger,temperature,59.53,C,2026-03-02 19:41:15
843,A300,Water Pump,temperature,79.52,C,2026-03-02 19:41:38
1650,A100,Gas Compressor,pressure,9.48,bar,2026-03-02 19:49:30
693,A100,Gas Compressor,pressure,6.18,bar,2026-03-02 19:49:54
1050,A300,Water Pump,pressure,6.13,bar,2026-03-02 19:52:59
1580,A400,Steam Turbine,temperature,60.58,C,2026-03-02 20:04:39
1915,A300,Water Pump,temperature,53.11,C,2026-03-02 20:07:10
86,A200,Heat Exchanger,temperature,62.31,C,2026-03-02 20:07:36
1965,A200,Heat Exchanger,pressure,9.07,bar,2026-03-02 20:10:00
771,A200,Heat Exchanger,temperature,41.54,C,2026-03-02 20:13:11
1673,A100,Gas Compressor,temperature,66.7,C,2026-03-02 20:23:40
865,A200,Heat Exchanger,temperature,74.36,C,2026-03-02 20:26:18
1158,A400,Steam Turbine,pressure,7.17,bar,2026-03-02 20:29:14
1516,A400,Steam Turbine,temperature,46.21,C,2026-03-02 20:31:26
1746,A300,Water Pump,temperature,51.59,C,2026-03-02 20:32:08
1418,A100,Gas Compressor,flow_rate,216.31,m3/h,2026-03-02 20:36:55
1315,A200,Heat Exchanger,flow_rate,260.1,m3/h,2026-03-02 20:54:45
1525,A200,Heat Exchanger,pressure,8.03,bar,2026-03-02 20:55:45
1184,A400,Steam Turbine,pressure,7.81,bar,2026-03-02 20:57:18
941,A200,Heat Exchanger,temperature,54.03,C,2026-03-02 20:57:36
1595,A300,Water Pump,flow_rate,257.0,m3/h,2026-03-02 20:59:37
1656,A100,Gas Compressor,temperature,64.47,C,2026-03-02 21:02:07
372,A400,Steam Turbine,pressure,5.83,bar,2026-03-02 21:02:50
1756,A300,Water Pump,pressure,4.41,bar,2026-03-02 21:06:11
1597,A400,Steam Turbine,pressure,9.5,bar,2026-03-02 21:06:29
1344,A200,Heat Exchanger,flow_rate,232.6,m3/h,2026-03-02 21:11:44
638,A400,Steam Turbine,pressure,7.07,bar,2026-03-02 21:12:14
919,A200,Heat Exchanger,flow_rate,219.86,m3/h,2026-03-02 21:20:05
1635,A400,Steam Turbine,pressure,5.01,bar,2026-03-02 21:20:40
1974,A400,Steam Turbine,pressure,9.38,bar,2026-03-02 21:20:47
1080,A300,Water Pump,temperature,55.43,C,2026-03-02 21:26:04
1738,A200,Heat Exchanger,temperature,34.14,C,2026-03-02 21:26:15
1431,A200,Heat Exchanger,temperature,45.67,C,2026-03-02 21:27:35
1476,A300,Water Pump,temperature,54.6,C,2026-03-02 21:28:07
591,A100,Gas Compressor,pressure,5.81,bar,2026-03-02 21:36:24
1099,A300,Water Pump,temperature,50.14,C,2026-03-02 21:37:45
73,A400,Steam Turbine,pressure,11.81,bar,2026-03-02 21:37:53
1307,A200,Heat Exchanger,pressure,9.48,bar,2026-03-02 21:38:06
835,A100,Gas Compressor,flow_rate,268.23,m3/h,2026-03-02 21:40:04
573,A400,Steam Turbine,flow_rate,232.9,m3/h,2026-03-02 21:43:17
1441,A400,Steam Turbine,flow_rate,210.35,m3/h,2026-03-02 21:44:54
1165,A400,Steam Turbine,flow_rate,266.36,m3/h,2026-03-02 21:48:35
1527,A100,Gas Compressor,temperature,47.25,C,2026-03-02 21:55:27
532,A400,Steam Turbine,temperature,68.45,C,2026-03-02 21:57:24
1059,A200,Heat Exchanger,temperature,62.6,C,2026-03-02 22:00:50
1457,A400,Steam Turbine,temperature,43.55,C,2026-03-02 22:08:11
408,A300,Water Pump,temperature,72.59,C,2026-03-02 22:09:13
1088,A300,Water Pump,flow_rate,231.72,m3/h,2026-03-02 22:11:31
339,A300,Water Pump,flow_rate,224.4,m3/h,2026-03-02 22:14:54
1996,A300,Water Pump,temperature,55.49,C,2026-03-02 22:21:09
369,A100,Gas Compressor,temperature,64.93,C,2026-03-02 22:21:29
830,A400,Steam Turbine,temperature,75.08,C,2026-03-02 22:22:28
258,A400,Steam Turbine,pressure,8.3,bar,2026-03-02 22:25:48
751,A400,Steam Turbine,flow_rate,202.17,m3/h,2026-03-02 22:32:33
394,A400,Steam Turbine,pressure,5.95,bar,2026-03-02 22:33:27
1979,A100,Gas Compressor,temperature,34.73,C,2026-03-02 22:33:46
582,A200,Heat Exchanger,flow_rate,202.79,m3/h,2026-03-02 22:34:46
1953,A100,Gas Compressor,temperature,43.48,C,2026-03-02 22:36:22
1908,A300,Water Pump,flow_rate,221.16,m3/h,2026-03-02 22:43:16
1326,A100,Gas Compressor,flow_rate,209.62,m3/h,2026-03-02 22:52:43
1703,A400,Steam Turbine,flow_rate,249.54,m3/h,2026-03-02 23:03:59
175,A400,Steam Turbine,flow_rate,299.44,m3/h,2026-03-02 23:04:18
913,A300,Water Pump,pressure,8.69,bar,2026-03-02 23:06:31
1454,A200,Heat Exchanger,pressure,7.82,bar,2026-03-02 23:08:36
710,A200,Heat Exchanger,flow_rate,224.51,m3/h,2026-03-02 23:12:47
675,A100,Gas Compressor,pressure,4.75,bar,2026-03-02 23:13:48
431,A300,Water Pump,flow_rate,264.95,m3/h,2026-03-02 23:16:17
1455,A200,Heat Exchanger,temperature,62.16,C,2026-03-02 23:24:19
1456,A300,Water Pump,flow_rate,205.32,m3/h,2026-03-02 23:30:57
240,A200,Heat Exchanger,flow_rate,289.66,m3/h,2026-03-02 23:32:20
1372,A300,Water Pump,temperature,39.88,C,2026-03-02 23:35:09
1963,A100,Gas Compressor,flow_rate,209.19,m3/h,2026-03-02 23:42:27
967,A400,Steam Turbine,pressure,6.5,bar,2026-03-02 23:42:52
886,A300,Water Pump,pressure,10.81,bar,2026-03-02 23:58:40
1198,A100,Gas Compressor,temperature,48.18,C,2026-03-02 23:59:16
1267,A100,Gas Compressor,pressure,10.91,bar,2026-03-03 00:08:15
1430,A100,Gas Compressor,flow_rate,216.42,m3/h,2026-03-03 00:08:26
1041,A400,Steam Turbine,pressure,11.6,bar,2026-03-03 00:11:04
1986,A300,Water Pump,temperature,34.67,C,2026-03-03 00:12:15
42,A200,Heat Exchanger,temperature,49.83,C,2026-03-03 00:13:04
1857,A300,Water Pump,temperature,57.3,C,2026-03-03 00:14:55
1864,A400,Steam Turbine,temperature,59.44,C,2026-03-03 00:20:58
1792,A400,Steam Turbine,flow_rate,252.41,m3/h,2026-03-03 00:21:10
836,A400,Steam Turbine,flow_rate,275.76,m3/h,2026-03-03 00:25:24
148,A300,Water Pump,temperature,52.71,C,2026-03-03 00:35:36
1667,A100,Gas Compressor,temperature,47.03,C,2026-03-03 00:36:13
1356,A300,Water Pump,temperature,33.74,C,2026-03-03 00:36:45
1534,A200,Heat Exchanger,flow_rate,205.1,m3/h,2026-03-03 00:41:38
418,A100,Gas Compressor,flow_rate,234.99,m3/h,2026-03-03 00:47:11
1261,A100,Gas Compressor,pressure,11.36,bar,2026-03-03 00:53:08
235,A200,Heat Exchanger,pressure,10.79,bar,2026-03-03 00:59:27
164,A100,Gas Compressor,temperature,78.45,C,2026-03-03 01:03:10
130,A300,Water Pump,flow_rate,232.57,m3/h,2026-03-03 01:11:43
893,A300,Water Pump,temperature,51.33,C,2026-03-03 01:11:54
1365,A100,Gas Compressor,flow_rate,277.58,m3/h,2026-03-03 01:13:32
556,A100,Gas Compressor,temperature,76.16,C,2026-03-03 01:15:01
1046,A200,Heat Exchanger,flow_rate,282.53,m3/h,2026-03-03 01:16:34
1631,A400,Steam Turbine,pressure,8.94,bar,2026-03-03 01:26:45
1740,A300,Water Pump,temperature,46.71,C,2026-03-03 01:32:21
1362,A100,Gas Compressor,pressure,4.26,bar,2026-03-03 01:41:04
138,A200,Heat Exchanger,pressure,7.67,bar,2026-03-03 01:50:45
739,A300,Water Pump,flow_rate,266.68,m3/h,2026-03-03 01:56:49
1113,A300,Water Pump,pressure,11.15,bar,2026-03-03 01:58:48
1549,A200,Heat Exchanger,flow_rate,280.79,m3/h,2026-03-03 02:16:54
1093,A300,Water Pump,flow_rate,280.38,m3/h,2026-03-03 02:17:08
1358,A400,Steam Turbine,flow_rate,299.1,m3/h,2026-03-03 02:17:53
1772,A400,Steam Turbine,pressure,8.29,bar,2026-03-03 02:31:23
1005,A300,Water Pump,temperature,36.08,C,2026-03-03 02:32:15
333,A100,Gas Compressor,pressure,11.2,bar,2026-03-03 02:33:43
1179,A100,Gas Compressor,temperature,75.55,C,2026-03-03 02:43:58
983,A200,Heat Exchanger,flow_rate,215.81,m3/h,2026-03-03 02:46:31
383,A400,Steam Turbine,pressure,7.31,bar,2026-03-03 02:48:00
1678,A200,Heat Exchanger,temperature,50.91,C,2026-03-03 02:53:59
279,A400,Steam Turbine,flow_rate,244.46,m3/h,2026-03-03 02:56:27
934,A200,Heat Exchanger,flow_rate,207.21,m3/h,2026-03-03 03:08:36
1318,A400,Steam Turbine,temperature,78.2,C,2026-03-03 03:12:41
1897,A200,Heat Exchanger,pressure,9.59,bar,2026-03-03 03:16:45
250,A400,Steam Turbine,flow_rate,232.1,m3/h,2026-03-03 03:24:51
1887,A100,Gas Compressor,flow_rate,287.68,m3/h,2026-03-03 03:26:39
1037,A400,Steam Turbine,pressure,10.17,bar,2026-03-03 03:27:00
82,A400,Steam Turbine,flow_rate,248.34,m3/h,2026-03-03 03:27:32
1642,A200,Heat Exchanger,pressure,5.99,bar,2026-03-03 03:30:40
746,A300,Water Pump,flow_rate,224.0,m3/h,2026-03-03 03:31:11
616,A200,Heat Exchanger,pressure,7.48,bar,2026-03-03 03:31:28
1225,A100,Gas Compressor,flow_rate,219.17,m3/h,2026-03-03 03:31:37
1526,A400,Steam Turbine,pressure,8.66,bar,2026-03-03 03:34:28
1594,A100,Gas Compressor,flow_rate,211.96,m3/h,2026-03-03 03:35:22
874,A200,Heat Exchanger,temperature,78.08,C,2026-03-03 03:37:04
1160,A400,Steam Turbine,pressure,5.92,bar,2026-03-03 03:37:16
1087,A100,Gas Compressor,flow_rate,254.16,m3/h,2026-03-03 03:38:23
1463,A100,Gas Compressor,pressure,7.65,bar,2026-03-03 03:38:49
25,A400,Steam Turbine,temperature,30.68,C,2026-03-03 03:43:45
752,A200,Heat Exchanger,pressure,6.33,bar,2026-03-03 03:53:14
1351,A300,Water Pump,pressure,8.59,bar,2026-03-03 03:58:02
161,A300,Water Pump,temperature,48.03,C,2026-03-03 04:03:29
1002,A200,Heat Exchanger,temperature,62.03,C,2026-03-03 04:03:46
113,A100,Gas Compressor,pressure,6.0,bar,2026-03-03 04:05:20
268,A200,Heat Exchanger,flow_rate,237.64,m3/h,2026-03-03 04:06:04
1071,A200,Heat Exchanger,flow_rate,249.29,m3/h,2026-03-03 04:08:52
1149,A300,Water Pump,flow_rate,298.41,m3/h,2026-03-03 04:16:02
1614,A300,Water Pump,pressure,5.93,bar,2026-03-03 04:21:03
266,A400,Steam Turbine,temperature,64.54,C,2026-03-03 04:34:34
1085,A200,Heat Exchanger,temperature,44.04,C,2026-03-03 04:42:05
657,A200,Heat Exchanger,flow_rate,202.84,m3/h,2026-03-03 04:43:53
1563,A300,Water Pump,pressure,5.08,bar,2026-03-03 04:53:11
367,A300,Water Pump,pressure,11.63,bar,2026-03-03 04:54:11
1490,A100,Gas Compressor,pressure,6.43,bar,2026-03-03 05:11:49
256,A400,Steam Turbine,flow_rate,284.83,m3/h,2026-03-03 05:13:25
1265,A300,Water Pump,flow_rate,295.52,m3/h,2026-03-03 05:16:51
990,A300,Water Pump,pressure,11.98,bar,2026-03-03 05:24:12
16,A100,Gas Compressor,temperature,64.88,C,2026-03-03 05:27:05
880,A100,Gas Compressor,pressure,6.25,bar,2026-03-03 05:35:34
870,A200,Heat Exchanger,flow_rate,218.62,m3/h,2026-03-03 05:43:08
1505,A400,Steam Turbine,pressure,4.68,bar,2026-03-03 05:49:39
1084,A200,Heat Exchanger,pressure,8.49,bar,2026-03-03 05:53:12
467,A100,Gas Compressor,temperature,48.66,C,2026-03-03 05:57:12
554,A100,Gas Compressor,flow_rate,211.97,m3/h,2026-03-03 05:59:26
674,A400,Steam Turbine,flow_rate,228.48,m3/h,2026-03-03 06:01:06
62,A300,Water Pump,flow_rate,205.43,m3/h,2026-03-03 06:06:32
1305,A200,Heat Exchanger,flow_rate,269.77,m3/h,2026-03-03 06:07:28
956,A200,Heat Exchanger,pressure,10.83,bar,2026-03-03 06:19:35
271,A400,Steam Turbine,pressure,7.16,bar,2026-03-03 06:24:31
1929,A200,Heat Exchanger,flow_rate,209.38,m3/h,2026-03-03 06:24:54
998,A100,Gas Compressor,temperature,76.57,C,2026-03-03 06:27:35
1279,A100,Gas Compressor,temperature,68.11,C,2026-03-03 06:29:03
1737,A100,Gas Compressor,pressure,4.48,bar,2026-03-03 06:38:45
625,A400,Steam Turbine,pressure,7.23,bar,2026-03-03 06:42:55
91,A400,Steam Turbine,flow_rate,203.05,m3/h,2026-03-03 06:52:29
552,A300,Water Pump,temperature,72.99,C,2026-03-03 06:55:07
761,A100,Gas Compressor,pressure,5.77,bar,2026-03-03 07:03:28
249,A300,Water Pump,temperature,71.67,C,2026-03-03 07:20:06
1040,A300,Water Pump,pressure,5.47,bar,2026-03-03 07:25:36
133,A400,Steam Turbine,pressure,7.67,bar,2026-03-03 07:31:38
641,A400,Steam Turbine,pressure,6.19,bar,2026-03-03 07:34:37
883,A200,Heat Exchanger,flow_rate,281.03,m3/h,2026-03-03 07:34:43
826,A400,Steam Turbine,temperature,69.18,C,2026-03-03 07:45:54
1479,A300,Water Pump,temperature,76.73,C,2026-03-03 07:46:41
428,A300,Water Pump,temperature,59.76,C,2026-03-03 07:47:36
897,A200,Heat Exchanger,pressure,4.14,bar,2026-03-03 07:48:59
892,A100,Gas Compressor,flow_rate,272.34,m3/h,2026-03-03 07:54:43
1786,A200,Heat Exchanger,flow_rate,223.87,m3/h,2026-03-03 07:57:57
396,A100,Gas Compressor,flow_rate,225.16,m3/h,2026-03-03 08:01:22
1726,A100,Gas Compressor,flow_rate,256.93,m3/h,2026-03-03 08:02:25
1770,A400,Steam Turbine,temperature,63.56,C,2026-03-03 08:04:18
750,A100,Gas Compressor,flow_rate,237.55,m3/h,2026-03-03 08:05:18
610,A400,Steam Turbine,temperature,69.37,C,2026-03-03 08:08:50
621,A100,Gas Compressor,pressure,10.8,bar,2026-03-03 08:11:14
167,A300,Water Pump,pressure,7.08,bar,2026-03-03 08:12:07
711,A200,Heat Exchanger,pressure,7.84,bar,2026-03-03 08:18:22
1459,A400,Steam Turbine,temperature,62.45,C,2026-03-03 08:21:48
201,A400,Steam Turbine,flow_rate,264.86,m3/h,2026-03-03 08:24:00
236,A300,Water Pump,flow_rate,289.18,m3/h,2026-03-03 08:29:11
306,A400,Steam Turbine,pressure,4.64,bar,2026-03-03 08:35:24
1934,A200,Heat Exchanger,pressure,8.26,bar,2026-03-03 08:40:46
220,A100,Gas Compressor,temperature,78.51,C,2026-03-03 08:55:00
218,A400,Steam Turbine,flow_rate,232.06,m3/h,2026-03-03 09:00:37
1672,A100,Gas Compressor,flow_rate,245.14,m3/h,2026-03-03 09:05:51
1216,A400,Steam Turbine,temperature,66.03,C,2026-03-03 09:06:28
1546,A400,Steam Turbine,temperature,54.82,C,2026-03-03 09:07:38
1828,A100,Gas Compressor,flow_rate,281.83,m3/h,2026-03-03 09:08:26
516,A400,Steam Turbine,pressure,4.4,bar,2026-03-03 09:14:12
1743,A200,Heat Exchanger,pressure,8.51,bar,2026-03-03 09:17:43
806,A200,Heat Exchanger,flow_rate,262.39,m3/h,2026-03-03 09:18:59
1793,A400,Steam Turbine,pressure,11.38,bar,2026-03-03 09:28:22
1117,A200,Heat Exchanger,pressure,6.29,bar,2026-03-03 09:38:09
61,A400,Steam Turbine,temperature,66.5,C,2026-03-03 09:40:50
1556,A400,Steam Turbine,pressure,9.05,bar,2026-03-03 09:41:08
518,A200,Heat Exchanger,temperature,42.75,C,2026-03-03 09:42:25
1148,A200,Heat Exchanger,temperature,33.94,C,2026-03-03 09:45:05
92,A400,Steam Turbine,temperature,75.19,C,2026-03-03 09:45:25
1646,A100,Gas Compressor,pressure,8.59,bar,2026-03-03 09:45:41
1321,A400,Steam Turbine,temperature,78.23,C,2026-03-03 09:50:16
1917,A200,Heat Exchanger,temperature,71.44,C,2026-03-03 09:50:38
1813,A200,Heat Exchanger,temperature,51.03,C,2026-03-03 09:53:44
481,A100,Gas Compressor,flow_rate,286.61,m3/h,2026-03-03 09:53:45
1837,A100,Gas Compressor,flow_rate,233.34,m3/h,2026-03-03 09:59:22
797,A400,Steam Turbine,pressure,4.54,bar,2026-03-03 09:59:29
400,A100,Gas Compressor,flow_rate,235.63,m3/h,2026-03-03 10:01:19
740,A200,Heat Exchanger,temperature,51.09,C,2026-03-03 10:05:56
546,A400,Steam Turbine,flow_rate,222.18,m3/h,2026-03-03 10:10:57
290,A200,Heat Exchanger,pressure,11.48,bar,2026-03-03 10:11:50
853,A400,Steam Turbine,pressure,7.42,bar,2026-03-03 10:12:40
1186,A400,Steam Turbine,pressure,4.05,bar,2026-03-03 10:13:05
70,A300,Water Pump,temperature,40.94,C,2026-03-03 10:16:21
345,A200,Heat Exchanger,flow_rate,273.11,m3/h,2026-03-03 10:24:54
511,A200,Heat Exchanger,pressure,7.17,bar,2026-03-03 10:33:41
20,A300,Water Pump,flow_rate,265.28,m3/h,2026-03-03 10:35:32
1609,A400,Steam Turbine,temperature,32.49,C,2026-03-03 10:37:55
651,A300,Water Pump,flow_rate,265.21,m3/h,2026-03-03 10:37:59
1304,A200,Heat Exchanger,temperature,48.87,C,2026-03-03 10:39:04
656,A300,Water Pump,temperature,30.79,C,2026-03-03 10:40:06
443,A200,Heat Exchanger,pressure,11.86,bar,2026-03-03 10:45:49
1728,A300,Water Pump,temperature,72.11,C,2026-03-03 10:54:43
438,A300,Water Pump,pressure,4.79,bar,2026-03-03 11:02:25
1276,A200,Heat Exchanger,flow_rate,282.21,m3/h,2026-03-03 11:05:36
1560,A300,Water Pump,temperature,62.61,C,2026-03-03 11:06:21
1153,A300,Water Pump,pressure,5.29,bar,2026-03-03 11:08:05
978,A200,Heat Exchanger,pressure,5.63,bar,2026-03-03 11:08:28
1109,A300,Water Pump,flow_rate,227.63,m3/h,2026-03-03 11:10:18
1894,A100,Gas Compressor,pressure,10.55,bar,2026-03-03 11:10:46
377,A100,Gas Compressor,flow_rate,228.83,m3/h,2026-03-03 11:12:50
568,A200,Heat Exchanger,temperature,62.03,C,2026-03-03 11:16:35
930,A100,Gas Compressor,flow_rate,235.63,m3/h,2026-03-03 11:17:50
1552,A100,Gas Compressor,temperature,78.6,C,2026-03-03 11:25:33
1217,A200,Heat Exchanger,flow_rate,226.58,m3/h,2026-03-03 11:27:48
1982,A200,Heat Exchanger,temperature,41.82,C,2026-03-03 11:27:52
298,A300,Water Pump,temperature,40.62,C,2026-03-03 11:31:39
1112,A300,Water Pump,temperature,49.61,C,2026-03-03 11:34:48
589,A200,Heat Exchanger,flow_rate,216.33,m3/h,2026-03-03 11:38:29
584,A100,Gas Compressor,flow_rate,258.56,m3/h,2026-03-03 11:39:34
1623,A300,Water Pump,temperature,63.3,C,2026-03-03 11:40:59
808,A400,Steam Turbine,temperature,49.26,C,2026-03-03 11:41:27
1771,A100,Gas Compressor,pressure,7.7,bar,2026-03-03 11:44:19
827,A200,Heat Exchanger,flow_rate,282.07,m3/h,2026-03-03 11:51:29
1328,A300,Water Pump,pressure,5.3,bar,2026-03-03 12:01:55
1273,A200,Heat Exchanger,flow_rate,200.3,m3/h,2026-03-03 12:07:18
1606,A200,Heat Exchanger,flow_rate,203.24,m3/h,2026-03-03 12:11:50
1797,A100,Gas Compressor,flow_rate,219.1,m3/h,2026-03-03 12:15:12
301,A300,Water Pump,pressure,4.52,bar,2026-03-03 12:17:21
1072,A100,Gas Compressor,pressure,10.98,bar,2026-03-03 12:23:52
27,A400,Steam Turbine,pressure,8.08,bar,2026-03-03 12:24:16
472,A300,Water Pump,flow_rate,229.43,m3/h,2026-03-03 12:31:46
1357,A300,Water Pump,pressure,6.74,bar,2026-03-03 12:35:07
247,A200,Heat Exchanger,pressure,9.0,bar,2026-03-03 12:35:23
1155,A200,Heat Exchanger,pressure,7.2,bar,2026-03-03 12:36:28
645,A100,Gas Compressor,pressure,7.76,bar,2026-03-03 12:39:26
1698,A200,Heat Exchanger,pressure,10.92,bar,2026-03-03 12:39:44
1999,A200,Heat Exchanger,temperature,45.42,C,2026-03-03 12:44:57
1789,A200,Heat Exchanger,pressure,4.33,bar,2026-03-03 12:45:14
1069,A300,Water Pump,flow_rate,257.14,m3/h,2026-03-03 12:46:53
294,A300,Water Pump,pressure,9.64,bar,2026-03-03 12:56:42
1302,A300,Water Pump,flow_rate,230.78,m3/h,2026-03-03 13:01:49
196,A400,Steam Turbine,pressure,9.53,bar,2026-03-03 13:02:04
504,A400,Steam Turbine,flow_rate,266.72,m3/h,2026-03-03 13:09:08
1868,A300,Water Pump,flow_rate,248.96,m3/h,2026-03-03 13:13:43
1823,A400,Steam Turbine,temperature,69.93,C,2026-03-03 13:14:19
1181,A400,Steam Turbine,temperature,56.08,C,2026-03-03 13:19:58
1023,A300,Water Pump,pressure,4.91,bar,2026-03-03 13:22:26
58,A200,Heat Exchanger,temperature,64.87,C,2026-03-03 13:24:19
9,A400,Steam Turbine,temperature,69.03,C,2026-03-03 13:33:27
1796,A200,Heat Exchanger,pressure,6.31,bar,2026-03-03 13:39:18
178,A100,Gas Compressor,temperature,35.0,C,2026-03-03 13:41:09
205,A200,Heat Exchanger,flow_rate,288.73,m3/h,2026-03-03 13:44:51
1544,A300,Water Pump,temperature,72.06,C,2026-03-03 13:53:38
214,A400,Steam Turbine,temperature,33.82,C,2026-03-03 14:03:10
465,A300,Water Pump,pressure,11.18,bar,2026-03-03 14:03:24
378,A300,Water Pump,flow_rate,212.73,m3/h,2026-03-03 14:11:04
1271,A100,Gas Compressor,pressure,10.04,bar,2026-03-03 14:14:54
1644,A200,Heat Exchanger,temperature,70.93,C,2026-03-03 14:18:23
965,A100,Gas Compressor,temperature,63.1,C,2026-03-03 14:20:59
1519,A400,Steam Turbine,flow_rate,271.83,m3/h,2026-03-03 14:24:43
2000,A100,Gas Compressor,pressure,4.0,bar,2026-03-03 14:28:30
1435,A400,Steam Turbine,pressure,4.31,bar,2026-03-03 14:33:53
1200,A200,Heat Exchanger,flow_rate,256.71,m3/h,2026-03-03 14:35:06
891,A300,Water Pump,flow_rate,260.05,m3/h,2026-03-03 14:36:34
1681,A100,Gas Compressor,temperature,73.3,C,2026-03-03 14:37:13
1835,A100,Gas Compressor,temperature,37.95,C,2026-03-03 14:38:38
1123,A200,Heat Exchanger,pressure,7.58,bar,2026-03-03 14:47:50
1949,A400,Steam Turbine,pressure,7.01,bar,2026-03-03 14:58:20
1052,A200,Heat Exchanger,flow_rate,296.96,m3/h,2026-03-03 15:00:15
1709,A200,Heat Exchanger,flow_rate,215.37,m3/h,2026-03-03 15:14:09
1925,A100,Gas Compressor,pressure,9.66,bar,2026-03-03 15:19:54
1355,A300,Water Pump,flow_rate,224.95,m3/h,2026-03-03 15:29:06
1801,A200,Heat Exchanger,flow_rate,269.45,m3/h,2026-03-03 15:31:14
1135,A200,Heat Exchanger,temperature,47.33,C,2026-03-03 15:33:19
131,A400,Steam Turbine,flow_rate,218.71,m3/h,2026-03-03 15:34:28
1014,A200,Heat Exchanger,pressure,7.41,bar,2026-03-03 15:53:34
1164,A300,Water Pump,flow_rate,259.46,m3/h,2026-03-03 15:57:58
718,A300,Water Pump,pressure,4.6,bar,2026-03-03 15:57:58
1212,A200,Heat Exchanger,flow_rate,208.83,m3/h,2026-03-03 15:59:41
1937,A200,Heat Exchanger,pressure,4.66,bar,2026-03-03 16:02:41
118,A200,Heat Exchanger,temperature,52.81,C,2026-03-03 16:10:47
585,A400,Steam Turbine,flow_rate,272.11,m3/h,2026-03-03 16:15:38
389,A400,Steam Turbine,temperature,37.6,C,2026-03-03 16:15:44
1810,A400,Steam Turbine,temperature,64.7,C,2026-03-03 16:17:23
364,A300,Water Pump,temperature,63.86,C,2026-03-03 16:20:22
1809,A200,Heat Exchanger,pressure,7.54,bar,2026-03-03 16:27:21
1370,A200,Heat Exchanger,temperature,47.12,C,2026-03-03 16:28:16
324,A100,Gas Compressor,pressure,9.35,bar,2026-03-03 16:29:16
1249,A200,Heat Exchanger,pressure,5.46,bar,2026-03-03 16:32:03
1545,A400,Steam Turbine,pressure,11.51,bar,2026-03-03 16:32:21
1260,A400,Steam Turbine,pressure,11.67,bar,2026-03-03 16:34:46
441,A300,Water Pump,pressure,4.49,bar,2026-03-03 16:36:27
1077,A100,Gas Compressor,temperature,68.91,C,2026-03-03 16:49:57
894,A300,Water Pump,flow_rate,214.46,m3/h,2026-03-03 16:55:01
1263,A400,Steam Turbine,temperature,76.37,C,2026-03-03 16:59:26
671,A300,Water Pump,temperature,64.69,C,2026-03-03 17:04:13
1991,A100,Gas Compressor,pressure,8.46,bar,2026-03-03 17:17:32
1115,A400,Steam Turbine,temperature,36.76,C,2026-03-03 17:18:33
1064,A200,Heat Exchanger,pressure,8.95,bar,2026-03-03 17:19:39
677,A200,Heat Exchanger,temperature,75.89,C,2026-03-03 17:22:12
920,A200,Heat Exchanger,pressure,8.43,bar,2026-03-03 17:22:15
838,A100,Gas Compressor,pressure,11.29,bar,2026-03-03 17:25:48
1992,A300,Water Pump,temperature,75.0,C,2026-03-03 17:28:01
634,A200,Heat Exchanger,flow_rate,259.1,m3/h,2026-03-03 17:35:39
1834,A300,Water Pump,pressure,10.18,bar,2026-03-03 17:43:40
1572,A100,Gas Compressor,temperature,39.33,C,2026-03-03 17:44:14
545,A300,Water Pump,flow_rate,269.95,m3/h,2026-03-03 17:52:33
1633,A300,Water Pump,pressure,9.6,bar,2026-03-03 17:56:11
1121,A100,Gas Compressor,flow_rate,282.63,m3/h,2026-03-03 17:57:36
1049,A200,Heat Exchanger,temperature,57.63,C,2026-03-03 18:03:36
1311,A200,Heat Exchanger,temperature,78.69,C,2026-03-03 18:05:25
1948,A200,Heat Exchanger,temperature,72.61,C,2026-03-03 18:05:51
254,A200,Heat Exchanger,temperature,76.86,C,2026-03-03 18:06:03
17,A200,Heat Exchanger,pressure,9.37,bar,2026-03-03 18:06:38
549,A100,Gas Compressor,flow_rate,204.55,m3/h,2026-03-03 18:07:03
1892,A300,Water Pump,flow_rate,298.19,m3/h,2026-03-03 18:07:27
1777,A100,Gas Compressor,pressure,11.95,bar,2026-03-03 18:07:58
844,A400,Steam Turbine,flow_rate,252.33,m3/h,2026-03-03 18:12:32
1008,A200,Heat Exchanger,pressure,10.93,bar,2026-03-03 18:17:49
1958,A200,Heat Exchanger,temperature,52.5,C,2026-03-03 18:17:53
764,A300,Water Pump,pressure,5.84,bar,2026-03-03 18:25:03
1774,A100,Gas Compressor,flow_rate,282.19,m3/h,2026-03-03 18:28:15
1806,A300,Water Pump,pressure,5.73,bar,2026-03-03 18:30:54
49,A300,Water Pump,temperature,59.54,C,2026-03-03 18:31:18
1725,A100,Gas Compressor,flow_rate,278.43,m3/h,2026-03-03 18:36:15
524,A100,Gas Compressor,flow_rate,277.16,m3/h,2026-03-03 18:36:53
41,A400,Steam Turbine,temperature,35.81,C,2026-03-03 18:43:34
1428,A200,Heat Exchanger,temperature,73.07,C,2026-03-03 18:46:38
882,A300,Water Pump,pressure,7.75,bar,2026-03-03 18:47:10
